"id_concept","id_dico","lib","type","id_sub","sEli","sPre","genre","s","p","id_adj","aEli","aPre","m_s","f_s","m_p","f_p","id_verbe","id_conj","vEli","vPre","id_gen","valeur","id_syn","num","ordre","syLib"
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605921","à quoi bon refuser [090400000|v_être]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605922","à quoi bon se souvenir< [89#] désirer>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605923","certaines choses [019080000|v_être] [96#] nécessaires [72#] d'autres…",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605924","de nombreuses images d'adolescents, d'hommes, de femmes [019080000|v_venir] [4|m_tête 1]< [163#] disparaissent>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605925","de quoi [013001000|v_pouvoir] [0|m_bien] vivre",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605926","[0|m_demain] [010000000|v_être] [70#], [110#] palpable [76#] [108#]< [133#] [=1|a_lointain 1] [61#]> [133#] [=1|a_flou 1]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605927","des mots vides s'entrechoquent [38#] sa tête",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605928","[443000000|v_arriver]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605929","l'appel du silence [010000000|v_être] le seul [122#] mérite d'[090000000|v_être] écouté.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605930","l'éternité [010000000|v_sembler 1] amoureuse des travaux du temps.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605931","[12|m_passion 1] [116#] [010080000|v_procurer] [12|m_profondeur] [=1|a_orgueilleux] de [20|m_solitude 1] [010000000|v_être] [=3|a_sali 1] [93#] la certitude de l'ennui [113#][=1|a_il] éprouve à supporter [74|m_gens] [122#] l'entourent",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605932","l'homme s'améliore [4|m_cours] [61|m_an 1]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605933","l'œil <voit, >explore l'éventail optique [11|m_pièce 1]<, recherche des concepts d'invariance>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605934","la beauté [010000000|v_être] la forme [116#] l'amour [010000000|v_donner] aux choses.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605935","la conscience règne [76#] ne gouverne pas",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605936","la couleur des choses passées<, aimées,> [110000000|v_quitter] son imagination.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605937","[62|m_limite 1] [0|m_entre] [0|m_passé] [61#] [0|m_présent] [019000000|v_suivre] [32|m_ligne] [=1|a_flou 1]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605938","[12|m_joie 1] vient, [016230000|v_aller]. [116#] [090000000|v_faire] ?…",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605939","la lutte [0|m_contre] le désordre [010000000|v_être] une conquête de chaque jour.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605940","la mort [310000000|v_avoir] tué personne",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605941","la nature humaine [0|m_nn][010090000|v_faire] sourire",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605942","[12|m_idée 1] [10|m_temps] disparaît, l'avenir [010080000|v_venir]<, [34#] [12|m_passé],> [54#] un présent unique",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605943","la règle du jeu [010000000|v_être] simple",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605944","sa soif d'absolu [010080000|v_avoir] appris [113#][32|m_vie 1] autre<, [61#] quelle vie,> [050000000|v_pouvoir] [190030000|v_arrêter]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605945","la tête [010080000|v_tourner], [108#] [0|m_héro 1] [010030000|v_sentir] [=1|a_plein 1] [10|m_force 1] [61#] d'assurance",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605946","la trame du présent s'entretisse indescriptiblement [106#] [=1|a_lui] [63#] [12|m_passé].",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605947","la vraie liberté ne se mesure pas au nombre de choix possibles",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605948","le chemin de sa mémoire [010000000|v_être] tortueux.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605949","le monde recommence tous les matins.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605950","[0|m_passé] [61#] présent luttent [54#] [=1|a_lui] [34#] anges [61#] démons",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605951","le présent [010000000|v_être] [54#] [=1|a_lui] ; [47#] [113000000|v_être] nulle part…",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605952","le progrès [010000000|v_être] une victoire [58#] l'indolence.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605953","le sens de la vie [010080000|v_sembler 1] lent",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605954","[12|m_temps] [122#] coule<, goutte à goutte><, mesure [1#] mesure,> [010080000|v_faire] peur",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605955","[12|m_temps] gagné devient du temps perdu.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605956","[12|m_temps] [210000000|v_pouvoir] [s_vraiment 1] compter",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605957","[62|m_chose] [219000000|v_être] toutes [18#] saisissables<, dicibles> [34#] [0|m-héro 1] [050000000|v_avoir] aimé le croire",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605958","les mots [019000000|v_être] [152#] lourds… [95#] [103#] légers",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605959","les passions [122#] l'entourent lui montent à la tête.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605960","ses souvenirs l'embrasent [34#] des flammes.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605961","[17|m_oeil] [910000000|v_pouvoir] [090000000|v_être] plus clair< [89#] plus brillant> [116#] l'œil [122#] [910000000|v_avoir] [126#] [090390000|v_créer]<, [126#] à faire [116#] de chercher à voir>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605962","on finit [91#] ne plus vivre [116#] [73#] l'on [010000000|v_avoir] [54#] soi.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605963","[310000300|v_rejoindre] son passé.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605964","[113#][010001100|v_être] [116#] l'homme [106#] qu'il ose [090000000|v_faire] des projets",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605965","quel lien [0|m_entre] toutes ces paroles",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605966","sa conscience d'exister s'accompagne de la crainte de mourir.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605967","sa mélancolie vient de la lucidité du cœur.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605968","sa perception du réel [010000000|v_avoir] l'accent du sentiment, son sentiment la clairvoyance de la perception du réel.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605969","[20|m_chemin 1] [010000000|v_être] [=1|a_long] [61#] difficile<, [0|m_héro 1] [110000000|v_être] [55#] au bout>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605970","sa seule véritable exaltation [010000000|v_être] de [090000000|v_savoir] qu'on [010000000|v_pouvoir] changer [12|m_vie 1], entrer [38#] un nouveau monde meilleur.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605971","[70|m_mot 1] [019000000|v_être] [=1|a_douloureux]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605972","ses mots [019000000|v_pouvoir] servir à confirmer les choses<, à marquer la possession>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605973","seule la rigueur [010080000|v_durer]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605974","son activité incessante [010000000|v_être] de rechercher [54#] [0|a_lui@m_nn] des harmonies<, d'harmoniser ce monde [113#][=1|a_il] [010000000|v_porter] [54#] [=1|a_lui]>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605975","son cœur hésite [0|m_entre] rouge feu [61#] mauvais fixe",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605976","son cœur [010080000|v_faire] mal",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605977","tous cherchent [0|m_au-delà] [11|m_apparence], [19|m_chose] de solide, capable de résister à l'effritement",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605978","[75|m_jour 1] [019080000|v_être] [=1|a_sacré]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605979","tous ses souvenirs [090000000|v_être] pris [38#] les ronces grisâtres de son cerveau.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605980","[25|m_malheur 1] de l'homme [010000000|v_être] [990400000|v_pouvoir] se définir [93#] rapport à [19|m_chose] de précis,< de manquer de point stable> [34#] repères [38#] l'existence",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605981","toute sa sagesse [010000000|v_être] de ne pas [090000000|v_vouloir] la sagesse, de ne [7#] prétendre imposer sa volonté aux choses, [76#] de s'abandonner à leur cours, de l'accepter.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605982","toute son histoire< personnelle> n'occupe [116#] [0|m_bien] [101#] d'années.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605983","un besoin de paix l'envahit.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605984","[913240000|v_avoir] qu'un seul chemin [153#] le centre absolu",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605985","une étrange tristesse se mêle à ses souvenirs.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605986","[0|m_nn][016001000|v_avoir] [55#] un but",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605987","[013000000|v_sembler 1] qu'entre l'expérience vivante [61#] la connaissance, règne une grande incompatibilité.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605988","[013000000|v_être] temps [116#] les hommes se trouvent un but.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605989","[013000000|v_être] difficile de vivre [63#] les hommes [51#] [013000000|v_être] difficile de garder le silence.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605990","[013000000|v_falloir] [090000000|v_avoir] le courage d'admettre [113#][910000300|v_pouvoir] acquérir qu'[23#] lenteur< [61#] patience> les choses [122#] comptent",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605991","[013030000|v_pouvoir] [116#] passé [61#] présent occupent [25|m_espace]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605992","[013030000|v_pouvoir] [116#] seul l'oubli [060000000|v_être] vrai",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605993","[013080000|v_falloir] tenir bon",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605994","[023000000|v_pouvoir] [108#] exister [50#] [0|a_lui@m_nn] une trace de son passé [122#] [050080000|v_être] accessible",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605995","[040000000|v_pouvoir]-t-[0|m_héro 1] [7#] acquérir la sérénité ?…",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605996","[090000000|v_être]< [s_toujours 1]> aux commencements",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605997","[0|m_héro 1] cite [0|m_Écrivains 1]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605998","[0|m_héro 1] se sent isolé des autres, tout [33#] eux-mêmes [019000000|v_être] isolés [56#] eux.",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"605999","[0|m_héro 1] [010000000|v_douter] sérieusement [11|m_vie 1]< [61#] tente [55#] de se prouver [113#][013000000|v_être] bien vrai [113#][=2|a_il] vit>",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606000","[0|m_héro 1] [010000000|v_penser] [113#][64#] [=1|a_il] [010000000|v_être] [=1|a_prisonnier]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606001","[0|m_héro 1] [010000000|v_être] [=1|a_impuissant] à maîtriser le magma de sensations [122#] se bousculent [38#] son esprit",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606002","[0|m_héro 1] [010000000|v_être] [=1|a_partagé] [0|m_entre] la tentation du vrai [61#] celle de l'utile",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606003","[0|m_héro 1] [010000000|v_être] spectateur",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606004","[0|m_héro 1] [010000000|v_être] [121#] [=1|a_surpris] [93#] l'effet [116#] produit [54#] [=1|a_lui] cette chose [122#] ne cesse de [=1|a_le] pénétrer",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606005","[0|m_héro 1] [010030000|v_être] [s_toujours 1] [=1|a_débattu] [23#] [=1|a_lui]-[78#]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606006","[0|m_héro 1] [910000000|v_être] [=1|a_entouré] [116#] d'ombres",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606007","[0|m_héro 1] cligne des yeux [34#] [=1|a_sil] venait de se réveiller : [34#] [150#] [26#] [010080000|v_sembler] irréel",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606008","[0|m_héro 1] [010000000|v_être] [70#]<, change de place [129#] bruit><, [910000000|v_être] [37|m_oeil] [61#] oreille>, prend sa couleur [61|m_chose] [142#] lesquelles [=3|a_il] repose",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606009","[0|m_héro 1] [010000000|v_savoir] les paroles mortes",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606010","[0|m_héro 1] [410000000|v_vouloir] écarter",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606011","[110000100|v_être] la mort [122#] [010080000|v_faire] problème, [76#] [12|m_vie]",NULL,NULL,NULL,NULL
"170622","34","IdéesAdultes-01","thl",NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,"606012","[0|m_héro 1] se sent bêtement [=1|a_heureux]",NULL,NULL,NULL,NULL
